subject,object,original_label
Direction-of-arrival estimation,Direction of arrival estimation,same-as
Electromechanical devices,Electromechanical systems,same-as
Acoustic reflection,Sound Reflection,same-as
Machine assisted indexing,Machine-assisted indexing,same-as
Client-server systems,Client server systems,same-as
Surface tension,Interfacial tension,same-as
Magnetic tunneling,Spin-polarized tunneling,same-as
Closed loop systems,Feedback control systems,same-as
Open loop systems,Uncontrolled systems,same-as
Hypertension,High blood pressure,same-as
Photonic crystal fibers,Photon crystal fibres,same-as
Risk analysis,Risk assessment,same-as
HDTV,High definition television,same-as
Quantum circuit,Quantum computational circuit,same-as
Terahertz communications,THz communications,same-as
CNTFETs,Carbon-nanotube field effect transistors,same-as
Bone diseases,Skeletal Disorders,same-as
Satellite communication,Space communication,same-as
Methanol,Methyl alcohol,same-as
License plate recognition,Vehicle license plate recognition,same-as
Gas chromatography,Vapor-phase chromatography,same-as
Conducting materials,Conductive substances,same-as
Phase change materials,Thermal storage materials,same-as
Communication system security,Communications Security,same-as
Videophone systems,Video communication devices,same-as
5G mobile communication,5th generation systems,same-as
Neurostimulation,Neural stimulation,same-as
5G mobile communication,5G,same-as
Optical fiber communication,Optical fiber networking,same-as
Electronic packaging thermal management,Thermal management in electronics packaging,same-as
Modulation,Signal Modulation,same-as
Nonlinear circuits,Nonlinear electronic circuits,same-as
Bio-inspired computing,Biocomputing,same-as
Microwave circuits,Microwave circuitry,same-as
Maximum a posteriori estimation,Maximum aposteriori,same-as
Cinematography,Film Production,same-as
Switched circuits,Switched networks,same-as
Systems engineering education,Systems Engineering Training,same-as
Unsolicited e-mail,Unsolicited electronic e- mail,same-as
Wireless sensor networks,Sensor networks,same-as
Ozonation,Ozone treatment,same-as
Computer aided instruction,Computer aided learning,same-as
Radar detection,Radar signal detection,same-as
Electric potential,Voltage,same-as
Autonomous automobiles,Self-driving car,same-as
Pressure sensors,Pressure transducers,same-as
Microcomputers,Micro-computers,same-as
Microcomputers,Micro computers,same-as
Millennials,Generation Y,same-as
CNTFETs,Carbon-nanotube field- effect transistors,same-as
Magnetic communication,Magnetic data transmission,same-as
Bayes methods,Bayesian methods,same-as
Token networks,Token-based networks,same-as
Waste reduction,Waste minimization,same-as
Token networks,Digital token networks,same-as
Quality management,Quality Assurance,same-as
Mathematical models,Quantitative models,same-as
Remotely guided vehicles,Remotely operated vehicles,same-as
Nonhomogeneous media,Inhomogeneous media,same-as
Organic inorganic hybrid materials,Inorganic-organic hybrid materials,same-as
Osmium,Osmium metal,same-as
Web pages,Internet pages,same-as
Fluid flow measurement,Flow rate measurement,same-as
RLC circuits,RLC Filter Networks,same-as
Scanning probe data storage,Scanning Probe Memory,same-as
Programmable logic arrays,Programmable Logic Devices,same-as
Digital-analog conversion,Digital to analog conversion,same-as
Dynamical systems,Dynamic models,same-as
Optical materials,Photonic materials,same-as
Bulk acoustic wave devices,BAW Devices,same-as
Mode matching methods,Mode matching techniques,same-as
Information geometry,Differential Information Theory,same-as
Cepstral analysis,Cepstrum technique,same-as
Surfactants,Surface-active agents,same-as
Kirchhoff's Law,Kirchhoff law,same-as
Linearization techniques,Linear transformation techniques,same-as
Electronic voting systems,Digital voting platforms,same-as
License plate recognition,Automatic number plate recognition,same-as
Climate change,Climatic change,same-as
Weibull distribution,Weibull probability distribution,same-as
Mathematics,Mathematical Sciences,same-as
Petrochemicals,Petroleum-derived chemicals,same-as
Electronic publishing,E-publishing,same-as
Fast Fourier transforms,FFT,same-as
Inductance measurement,Inductance gauging,same-as
UHDTV,Ultra HD,same-as
Unsolicited e-mail,Unsolicited electronic email,same-as
License plate recognition,Car plate recognition,same-as
Measurement errors,Measurement inaccuracies,same-as
Scandium,Scandium element,same-as
MOSFET circuits,Metal-Oxide-Semiconductor Field-Effect Transistor circuitry,same-as
Computed tomography,CT scan,same-as
Real-time systems,Real time systems,same-as
UHF communication,UHF band communication,same-as
Electroencephalography,EEG,same-as
EPROM,Erasable programmable read only memory,same-as
Cyclic redundancy check,CRC check,same-as
Logic circuits,Digital logic systems,same-as
Lumen,Light Unit,same-as
Regional area networks,Local area networks,same-as
Vehicular ad hoc networks,VANET,same-as
Light fields,Lightfield imaging,same-as
Distributed ledger,Shared ledger,same-as
Inorganic materials,Inorganic substances,same-as
Whole body imaging,Full body scanning,same-as
Radioactive materials,Radioactive substances,same-as
Selenium,Selenium Element,same-as
Self-organizing feature maps,Self organising feature maps,same-as
Frequency shift keying,FSK Modulation,same-as
Pulse width modulation converters,Pulsewidth modulation converters,same-as
Spaceborne radar,Spaceborn radar,same-as
Discharge lamps,Gas-discharge lamps,same-as
Bidirectional control,Two-way control,same-as
Frequency measurement,Frequency determination,same-as
Measurement by laser beam,Laser-based Measurement,same-as
Low-carbon economy,Green economy,same-as
Thermal management,Heat Control,same-as
Underwater communication,Subaqueous communication,same-as
Photoconducting materials,Photoconductive substances,same-as
Biological weapons,Bio-weapons,same-as
Photonic crystal fibers,Photon crystal fibers,same-as
High-temperature superconductors,HTS,same-as
Computer aided instruction,Computer-aided instruction,same-as
Method of moments,Moment Techniques,same-as
Electronic learning,Elearning,same-as
Programmable logic arrays,PLA Devices,same-as
Biopsy,Tissue sampling,same-as
Moisture measurement,Humidity assessment,same-as
Metallic materials,Metal-based materials,same-as
CNTFETs,Carbon nanotube FETs,same-as
Organizational aspects,Organisational aspects,same-as
Labor resources,Labour resources,same-as
Bipolar transistor circuits,Bipolar junction transistor circuits,same-as
Electro-absorption modulators,Electroabsorption modulators,same-as
pH measurement,pH testing,same-as
Human computer interaction,Human-computer interaction,same-as
Test equipment,Testing instruments,same-as
HEMTs,High electron mobility transistors,same-as
Fault tolerant control,Resilient control systems,same-as
Digital communication,Electronic communication,same-as
Bathymetry,Seafloor topography,same-as
Vivaldi antennas,Tapered slot antennas,same-as
Interferometry,Interference measurement technology,same-as
Histopathology,Histological pathology,same-as
Predator prey systems,Predator-prey interactions,same-as
Cramer-Rao bounds,Cramer Rao bound,same-as
MIMO communication,Multiple input multiple output,same-as
Multiplying circuits,Product circuits,same-as
Deuterium,Heavy hydrogen,same-as
UHDTV,Ultra-high definition TV,same-as
Analog-digital conversion,A/D conversion,same-as
Thermoplastic polyethylene,Thermoplastic PE,same-as
Neuromorphic engineering,Neuromorphic computing,same-as
Ultra wideband technology,Ultra wide-band,same-as
Logic arrays,Logic gate arrays,same-as
Optical refraction,Light bending,same-as
Risk management,Risk handling,same-as
Ultra large scale integration,ULSI,same-as
Hydraulic systems,Fluid power systems,same-as
Scintillation counters,Scintillators,same-as
Materials,Substances,same-as
Prosthetic limbs,Artificial limbs,same-as
License plate recognition,License plate detection,same-as
Renewable energy sources,Sustainable energy resources,same-as
Thermal variables control,Temperature regulation management,same-as
Sulfur,Sulfur Element,same-as
Distributed parameter circuits,Spatially distributed circuits,same-as
Satellite ground stations,Space communication ground facilities,same-as
Magnetic materials,Ferromagnetic materials,same-as
Landslides,Landslide events,same-as
Brain-computer interfaces,Brain computer interfaces,same-as
Computer mediated communication,Digital Communication,same-as
Magnetic resonance imaging,NMR imaging,same-as
HEMTs,High electron-mobility transistors,same-as
Spinal cord injury,Spinal injury,same-as
Rail to rail operation,Complete swing operation,same-as
Arsenic,Arsenicum,same-as
UHF measurements,Ultra High Frequency measurements,same-as
Linearization techniques,Linear approximation methods,same-as
Esophagus,Gullet,same-as
Error correction codes,Error-correction codes,same-as
Wireless sensor networks,Wireless sensing networks,same-as
Thorium,Thorium Element,same-as
Peer-to-peer computing,Peer to peer computing,same-as
Newton method,Newton's method,same-as
Microwave communication,Microwave telecommunications,same-as
Wavelength measurement,Wavelength gauging,same-as
Vanadium,Vanadium element,same-as
Computer aided instruction,Computer-aided learning,same-as
Paramagnetic resonance,Electron Paramagnetic Resonance (EPR),same-as
Outsourcing,Contracting Out,same-as
Autonomous automobiles,Driver-free car,same-as
Power steering,Power-assisted steering,same-as
UHF measurements,UHF signal measurements,same-as
Charge pumps,Charge boosters,same-as
Hard disks,Hard-disc drives,same-as
Conformal mapping,Conformal transformation,same-as
Information-centric networking,Information centric networking,same-as
Light emitting diodes,Light-emitting diodes,same-as
Switching systems,Exchange networks,same-as
Switched capacitor circuits,Capacitive Switch Circuits,same-as
Inverse problems,Inverse problem,same-as
Three-dimensional displays,3-D displays,same-as
Extrasolar planets,Extra-solar planets,same-as
Statistics,Statistical Analysis,same-as
Bipolar transistor circuits,BJT circuits,same-as
PI control,Proportional-integral controller,same-as
Erbium-doped fiber lasers,Erbium-doped fiber amplifiers (EDFA),same-as
Man-machine systems,Human-machine systems,same-as
Cyberbullying,Internet bullying,same-as
Mechanical variables control,Control of Mechanical Parameters,same-as
Circuits,Electrical circuits,same-as
Share prices,Stock prices,same-as
Fluids,Liquids,same-as
Plasma measurements,Plasma Diagnostics,same-as
Optical sensors,Photoelectric sensors,same-as
Nanostructured materials,Nanoscale materials,same-as
Laminates,Layered materials,same-as
PI control,Proportional-integral control,same-as
Communication system signaling,Telecom signaling,same-as
Ultra wideband technology,Ultrawideband,same-as
Teleprinting,Teleprinter communication,same-as
Ultra wideband technology,Ultrawideband technology,same-as
Reverberation chambers,Echo chambers,same-as
UHF propagation,Ultra High Frequency Signal Propagation,same-as
Low-carbon economy,Low fossile fuel economy,same-as
Decentralized control,Decentralised control,same-as
License plate recognition,Number plate recognition,same-as
Frequency measurement,Frequency analysis,same-as
Digital-analog conversion,Digital-analogue conversion,same-as
Small business technology transfer,Small business tech transfer,same-as
Three-dimensional displays,Three dimensional displays,same-as
Spectral analysis,Spectrum analysis,same-as
Food industry,Food production sector,same-as
Space radiation,Cosmic radiation,same-as
Switching loss,Switching energy loss,same-as
Military communication,Armed Forces Communication,same-as
Visual communication,Graphic communication,same-as
Thermal variables measurement,Thermal parameter measurement,same-as
Frequency locked loops,Frequency Lock Loops,same-as
Unsolicited e-mail,Junk email,same-as
Autonomous automobiles,Driverless cars,same-as
Multiaccess communication,Multiple access communication,same-as
Cyberbullying,Cyber bullying,same-as
Particle beam measurements,Particle beam analysis,same-as
Spectroradiometers,Spectral radiometers,same-as
Wireless personal area networks,WPANs,same-as
Digital signal processors,DSP Microprocessors,same-as
Neutrino detectors,Neutrino detection,same-as
Cobaltites,Cobaltates,same-as
Neuromorphic engineering,Neuromorphic computing,same-as
Ionic liquids,Ionic fluids,same-as
Electric charge,Charge,same-as
MHD turbulence,Magnetohydrodynamic turbulence,same-as
